operation_id,date,region,site,revenue,target_revenue,order_volume,operating_cost,downtime_minutes,maintenance_cost,csat_score
OP-01533,2026-05-11,West,WE-03,8736.04,9984.15,112,5664.19,9,396.49,80
OP-01534,2026-05-11,West,WE-04,12024.90,9672.15,119,7929.86,10,792.98,93
OP-01535,2026-05-11,WEST,WE-05,8633.26,10400.16,88,7080.23,14,637.22,84
OP-01536,2026-05-12,West,WE-01,10483.25,12584.19,101,7221.84,14,361.09,94
OP-01537,2026-05-12,West,WE-02,7811.05,7904.12,130,5805.79,10,464.46,90
OP-01538,2026-05-12,West,WE-03,8427.71,10296.16,120,5310.18,9,637.22,89
OP-01539,2026-05-12,West,WE-04,9352.70,12272.19,81,8637.89,13,604.65,92
OP-01540,2026-05-12,West,WE-05,11922.12,8008.12,82,8142.27,9,569.95,91
OP-01541,2026-05-13,West,WE-01,10483.25,10088.15,78,7434.25,9,817.76,80
OP-01542,2026-05-13,West,WE-02,8941.59,9152.14,86,5805.79,9,464.46,86
OP-01543,2026-05-13,West,WE-03,8838.82,11128.17,91,7575.85,13,833.34,95
OP-01544,2026-05-13,West,WE-04,10072.14,11960.18,80,7646.65,11,764.66,96
OP-01545,2026-05-13,West,WE-05,9558.25,10400.16,85,7575.85,11,833.34,84
OP-01546,2026-05-14,West,WE-01,8736.04,10712.16,94,7929.86,11,475.79,84
OP-01547,2026-05-14,West,WE-02,8324.93,7800.12,107,7859.06,12,785.90,77
OP-01548,2026-05-14,West,WE-03,8016.60,9048.14,117,5593.39,14,391.53,89
OP-01549,2026-05-14,West,WE-04,9352.70,9256.14,85,8213.07,10,410.65,88
OP-01550,2026-05-14,West,WE-05,9044.37,12480.19,124,8708.69,11,522.52,84
OP-01551,2026-05-15,West,WE-01,10688.80,8320.13,91,7080.23,14,354.01,95
OP-01552,2026-05-15,West,WE-02,9044.37,9048.14,104,8142.27,8,895.64,77
OP-01553,2026-05-15,West,WE-03,11613.79,12480.19,106,7505.05,10,900.60,84
OP-01554,2026-05-15,West,WE-04,10894.35,11232.17,122,6655.42,13,399.32,79
OP-01555,2026-05-15,West,WE-05,7811.05,9672.15,125,5805.79,11,406.40,77
OP-01556,2026-05-18,West,WE-01,8119.38,11648.18,93,5734.99,12,401.44,85
OP-01557,2026-05-18,West,WE-02,7913.82,11544.18,88,5380.98,13,322.85,87
OP-01558,2026-05-18,West,WE-03,10997.13,12168.18,103,8496.28,11,594.73,88
OP-01559,2026-05-18,West,WE-04,9147.15,11336.17,88,8142.27,9,651.38,78
OP-01560,2026-05-18,West,WE-05,12127.68,7904.12,120,8496.28,9,849.62,89
OP-01561,2026-05-19,West,WE-01,7811.05,10296.16,114,7929.86,14,792.98,80
OP-01562,2026-05-19,West,WE-02,10380.47,8736.13,111,8425.48,12,589.78,92
OP-01563,2026-05-19,West,WE-03,12024.90,9464.14,116,5380.98,11,269.04,92
OP-01564,2026-05-19,West,WE-04,9147.15,12064.18,109,8850.29,9,796.52,95
OP-01565,2026-05-19,West,WE-05,10997.13,8944.14,91,8708.69,10,957.95,90
OP-01566,2026-05-20,West,WE-01,10483.25,11128.17,124,5522.58,10,662.70,79
OP-01567,2026-05-20,West,WE-02,12024.90,7904.12,111,7363.44,9,515.44,87
OP-01568,2026-05-20,West,WE-03,10483.25,11232.17,129,8779.49,13,790.15,94
OP-01569,2026-05-20,West,WE-04,10072.14,7904.12,80,8283.87,9,662.70,89
OP-01570,2026-05-20,West,WE-05,8530.48,10920.17,117,5947.40,9,356.84,90
OP-01571,2026-05-21,West,WE-01,8941.59,11128.17,89,6938.63,10,416.31,77
OP-01572,2026-05-21,West,WE-02,11922.12,8112.12,119,6230.61,11,498.44,95
OP-01573,2026-05-21,West,WE-03,11099.91,12168.18,96,6867.83,9,686.78,77
OP-01574,2026-05-21,West,WE-04,12847.12,10400.16,84,6867.83,13,755.46,82
OP-01575,2026-05-21,West,WE-05,10483.25,10400.16,97,8850.29,13,796.52,93
OP-01576,2026-05-22,West,WE-01,8016.60,12584.19,121,5876.60,13,293.83,80
OP-01577,2026-05-22,West,WE-02,10688.80,10608.16,113,8283.87,10,745.54,91
OP-01578,2026-05-22,West,WE-03,10688.80,9360.14,96,6443.01,9,773.16,86
OP-01579,2026-05-22,West,WE-04,10997.13,9568.15,93,6018.20,9,361.09,95
OP-01580,2026-05-22,West,WE-05,9866.58,9984.15,109,6867.83,13,755.46,95
OP-01581,2026-05-25,West,WE-01,8941.59,12688.19,81,6513.82,12,781.65,81
OP-01582,2026-05-25,West,WE-02,12230.45,11128.17,109,7929.86,9,951.58,80
OP-01583,2026-05-25,West,WE-03,8530.48,9360.14,120,8567.08,14,428.35,88
OP-01584,2026-05-25,West,WE-04,8119.38,8216.12,87,5805.79,9,348.34,86
OP-01585,2026-05-25,West,WE-05,9455.48,13000.20,127,5593.39,11,503.40,91
OP-01586,2026-05-26,West,WE-01,9249.92,11648.18,118,8354.68,13,919.01,86
OP-01587,2026-05-26,West,WE-02,11202.68,10712.16,91,6655.42,12,532.43,89
OP-01588,2026-05-26,West,WE-03,9249.92,9256.14,130,8213.07,13,739.17,76
OP-01589,2026-05-26,West,WE-04,11305.46,9984.15,87,6159.80,9,615.98,77
OP-01590,2026-05-26,West,WE-05,12230.45,9568.15,106,5380.98,10,645.71,81
OP-01591,2026-05-27,West,WE-01,11613.79,11440.17,103,7434.25,9,446.05,88
OP-01592,2026-05-27,West,WE-02,8119.38,12168.18,89,7292.64,13,510.48,91
OP-01593,2026-05-27,West,WE-03,12127.68,11440.17,79,7505.05,11,600.40,82
OP-01594,2026-05-27,West,WE-04,9866.58,12168.18,105,6301.41,10,315.07,78
OP-01595,2026-05-27,West,WE-05,10483.25,12272.19,123,5947.40,13,535.26,90
OP-01596,2026-05-28,West,WE-01,11099.91,7904.12,117,8496.28,9,1019.55,81
OP-01597,2026-05-28,West,WE-02,10277.69,11648.18,114,7363.44,14,441.80,90
OP-01598,2026-05-28,West,WE-03,12744.34,10504.16,113,6301.41,14,378.08,91
OP-01599,2026-05-28,West,WE-04,7913.82,9672.15,127,5876.60,10,470.12,80
OP-01600,2026-05-28,West,WE-05,11099.91,11544.18,97,8354.68,8,919.01,89
OP-01601,2026-05-01,Central,CE-01,11343.73,7854.18,84,6246.95,13,624.69,95
OP-01602,2026-05-01,Central,CE-02,7596.25,12566.69,132,9257.52,14,462.87,79
OP-01603,2026-05-01,Central,CE-03,8609.08,10262.79,80,9257.52,12,740.60,77
OP-01604,2026-05-01,Central,CE-04,7697.53,7854.18,106,5870.62,12,528.35,90
OP-01605,2026-05-01,Central,CE-05,12457.85,9215.57,86,7074.85,9,495.23,81
OP-01606,2026-05-04,Central,CE-01,11748.86,12566.69,114,6171.68,13,308.58,79
OP-01607,2026-05-04,Central,CE-02,8001.38,11205.30,117,7978.03,13,797.80,82
OP-01608,2026-05-04,Central,CE-03,11850.15,10681.68,119,9332.79,10,653.29,81
OP-01609,2026-05-04,Central,CE-04,7697.53,13090.30,111,5644.83,13,282.24,91
OP-01610,2026-05-04,Central,CE-05,9115.50,10158.07,91,8580.14,11,686.41,82
OP-01611,2026-05-05,Central,CE-01,8102.67,13090.30,94,7978.03,13,558.46,83
OP-01612,2026-05-05,Central,CE-02,11546.30,10786.41,134,7300.65,11,511.04,76
OP-01613,2026-05-05,Central,CE-03,11445.01,9320.29,112,6548.00,9,720.28,77
OP-01614,2026-05-05,Central,CE-04,11141.16,10053.35,133,8053.29,11,563.73,95
OP-01615,2026-05-05,Central,CE-05,10128.33,10053.35,102,8805.93,13,616.41,77
OP-01616,2026-05-06,Central,CE-01,7900.10,11938.35,111,5945.89,13,475.67,82
OP-01617,2026-05-06,Central,CE-02,11951.43,12671.41,123,6021.15,10,541.90,76
OP-01618,2026-05-06,Central,CE-03,10128.33,11728.91,107,7074.85,13,636.73,93
OP-01619,2026-05-06,Central,CE-04,9520.63,11624.19,119,7300.65,10,803.07,93
OP-01620,2026-05-06,Central,CE-05,10736.03,10158.07,117,5644.83,14,451.58,76
OP-01621,2026-05-07,Central,CE-01,12660.41,11938.35,107,6623.27,14,529.86,83
OP-01622,2026-05-07,Central,CE-02,11242.45,10158.07,115,5720.09,11,514.80,96
OP-01623,2026-05-07,Central,CE-03,12154.00,8063.62,121,6999.59,9,489.97,88
OP-01624,2026-05-07,Central,CE-04,9723.20,9425.02,89,8203.82,11,820.38,96
OP-01625,2026-05-07,Central,CE-05,8406.52,13090.30,110,7676.97,12,767.69,86
OP-01626,2026-05-08,Central,CE-01,9824.48,12566.69,108,7074.85,10,707.48,79
OP-01627,2026-05-08,Central,CE-02,9216.78,8691.96,116,7902.76,11,711.24,77
OP-01628,2026-05-08,Central,CE-03,12457.85,9529.74,103,7902.76,9,632.22,89
OP-01629,2026-05-08,Central,CE-04,9723.20,10681.68,119,7225.38,11,578.03,92
OP-01630,2026-05-08,Central,CE-05,10837.32,7958.90,108,6698.53,13,468.89,89
OP-01631,2026-05-11,Central,CE-01,10533.47,9529.74,120,5795.36,13,579.53,78
OP-01632,2026-05-11,Central,CE-02,8001.38,11310.02,80,6623.27,14,794.79,92
OP-01633,2026-05-11,Central,CE-03,8912.93,10472.24,90,6698.53,10,334.92,78
OP-01634,2026-05-11,Central,CE-04,10634.75,12147.80,121,6246.95,12,687.16,79
OP-01635,2026-05-11,Central,CE-05,10938.60,12671.41,114,8128.55,9,975.42,80
OP-01636,2026-05-12,Central,CE-01,9216.78,11414.74,113,8279.08,13,827.90,89
OP-01637,2026-05-12,Central,CE-02,7697.53,12776.13,105,8354.35,9,417.71,89
OP-01638,2026-05-12,Central,CE-03,9014.22,9843.90,98,6171.68,10,678.88,95
OP-01639,2026-05-12,Central,CE-04,10533.47,11938.35,109,7526.44,12,602.11,90
OP-01640,2026-05-12,Central,CE-05,9014.22,11310.02,101,6623.27,10,728.55,87
OP-01641,2026-05-13,Central,CE-01,10432.18,10262.79,89,6924.32,14,761.67,82
OP-01642,2026-05-13,Central,CE-02,8609.08,9006.13,121,8805.93,10,528.35,85
OP-01643,2026-05-13,Central,CE-03,8102.67,10158.07,128,6246.95,12,499.75,90
OP-01644,2026-05-13,Central,CE-04,11141.16,9739.18,121,7601.70,11,608.13,
OP-01645,2026-05-13,Central,CE-05,8710.37,8901.40,131,8730.67,12,523.84,88
OP-01646,2026-05-14,Central,CE-01,8102.67,10158.07,85,8580.14,11,429.00,95
OP-01647,2026-05-14,Central,CE-02,11039.88,12671.41,122,6472.74,10,388.36,94
OP-01648,2026-05-14,Central,CE-03,12052.71,8482.51,112,9257.52,14,833.17,81
OP-01649,2026-05-14,Central,CE-04,11445.01,10472.24,106,5795.36,14,695.44,86
OP-01650,2026-05-14,Central,CE-05,11141.16,9634.46,95,7375.91,9,811.35,88
OP-01651,2026-05-15,Central,CE-01,12559.13,7854.18,83,8429.61,14,842.96,78
OP-01652,2026-05-15,Central,CE-02,10938.60,10472.24,92,8881.20,12,444.06,84
OP-01653,2026-05-15,Central,CE-03,10229.62,9320.29,83,9106.99,14,1001.76,84
OP-01654,2026-05-15,Central,CE-04,9115.50,8587.24,100,6246.94,10,749.63,83
OP-01655,2026-05-15,Central,CE-05,11748.86,9110.85,119,7827.50,13,704.47,94
OP-01656,2026-05-18,Central,CE-01,7900.10,10995.85,90,8354.35,12,918.97,80
OP-01657,2026-05-18,Central,CE-02,10330.90,12776.13,90,8429.61,12,927.25,96
OP-01658,2026-05-18,Central,CE-03,10330.90,8063.62,83,5795.36,11,521.58,86
OP-01659,2026-05-18,Central,CE-04,11039.88,8482.51,90,8279.08,11,827.90,92
OP-01660,2026-05-18,Central,CE-05,12559.13,12147.80,102,6096.42,9,426.74,96
OP-01661,2026-05-19,Central,CE-01,11141.16,12043.07,84,6397.47,12,575.77,83
OP-01662,2026-05-19,Central,CE-02,10229.62,8796.68,83,6924.32,14,830.91,77
OP-01663,2026-05-19,Central,CE-03,10533.47,8063.62,89,9408.05,10,940.80,80
OP-01664,2026-05-19,Central,CE-04,11748.86,12461.96,108,5720.09,12,457.60,77
OP-01665,2026-05-19,Central,CE-05,8609.08,9529.74,82,8429.61,13,758.66,78
OP-01666,2026-05-20,Central,CE-01,10634.75,12043.07,115,6021.15,11,421.48,80
OP-01667,2026-05-20,Central,CE-02,9520.63,10995.85,132,5945.89,12,475.67,79
OP-01668,2026-05-20,Central,CE-03,12356.56,9634.46,120,7451.18,10,372.55,95
OP-01669,2026-05-20,Central,CE-04,7900.10,12043.07,107,6021.15,14,481.69,93
OP-01670,2026-05-20,Central,CE-05,10330.90,10576.96,85,6773.80,14,474.16,93
OP-01671,2026-05-21,Central,CE-01,12559.13,7854.18,116,8279.08,13,496.74,93
OP-01672,2026-05-21,Central,CE-02,9621.92,12880.85,104,6472.74,11,712.00,87
OP-01673,2026-05-21,Central,CE-03,12457.85,11100.57,102,8655.41,14,432.77,94
OP-01674,2026-05-21,Central,CE-04,12457.85,8587.24,119,6924.32,13,415.45,90
OP-01675,2026-05-21,Central,CE-05,10837.32,10262.79,84,8730.67,14,785.76,76
OP-01676,2026-05-22,Central,CE-01,10938.60,9843.90,122,7601.70,14,836.18,76
OP-01677,2026-05-22,Central,CE-02,10432.18,11310.02,82,8279.08,12,827.90,85
OP-01678,2026-05-22,Central,CE-03,8912.93,11100.57,130,8580.14,10,429.00,86
OP-01679,2026-05-22,Central,CE-04,11343.73,11414.74,93,8730.67,12,436.53,93
OP-01680,2026-05-22,Central,CE-05,9014.22,8901.40,118,8279.08,10,579.53,82
OP-01681,2026-05-25,Central,CE-01,9824.48,9110.85,117,8881.20,10,799.30,84
OP-01682,2026-05-25,Central,CE-02,9925.77,11624.19,95,6246.94,11,749.63,89
OP-01683,2026-05-25,Central,CE-03,9520.63,12776.13,114,5720.09,11,457.60,78
OP-01684,2026-05-25,Central,CE-04,8811.65,11938.35,99,6548.00,10,654.80,78
OP-01685,2026-05-25,Central,CE-05,10837.32,12461.96,124,8956.46,12,537.38,92
OP-01686,2026-05-26,Central,CE-01,11546.30,12566.69,94,6773.80,9,406.42,78
OP-01687,2026-05-26,Central,CE-02,11343.73,9110.85,134,8805.93,9,792.53,83
OP-01688,2026-05-26,Central,CE-03,9824.48,10472.24,98,7601.70,12,760.17,87
OP-01689,2026-05-26,Central,CE-04,12660.41,11100.57,93,7978.03,12,797.80,81
OP-01690,2026-05-26,Central,CE-05,8305.23,10262.79,124,7300.65,13,730.06,91
OP-01691,2026-05-27,Central,CE-01,11647.58,8168.35,101,8053.29,11,724.79,91
OP-01692,2026-05-27,Central,CE-02,9115.50,10262.79,126,8429.61,12,927.25,78
OP-01693,2026-05-27,Central,CE-03,10432.18,11624.19,100,8956.46,13,985.21,80
OP-01694,2026-05-27,Central,CE-04,12559.13,10995.85,88,6623.27,14,728.55,82
OP-01695,2026-05-27,Central,CE-05,9419.35,8691.96,120,6021.15,9,662.32,91
OP-01696,2026-05-28,Central,CE-01,12356.56,12461.96,98,5870.62,14,645.76,86
OP-01697,2026-05-28,Central,CE-02,8001.38,10472.24,105,5870.62,13,352.23,89
OP-01698,2026-05-28,Central,CE-03,11546.30,11624.19,105,7601.70,9,456.10,83
OP-01699,2026-05-28,Central,CE-04,11748.86,12566.69,102,8580.14,12,772.21,96
OP-01700,2026-05-28,Central,CE-05,8001.38,12566.69,107,6472.74,14,776.72,92
OP-01701,2026-05-01,Coast,CO-01,8114.63,12096.39,82,8808.06,13,792.72,93
OP-01702,2026-05-01,Coast,CO-02,11697.71,12626.93,109,9111.79,13,546.70,79
OP-01703,2026-05-01,Coast,CO-03,10749.25,10080.33,128,7896.89,12,710.72,84
OP-01704,2026-05-01,Coast,CO-04,10960.02,12520.83,97,7593.16,10,911.17,86
OP-01705,2026-05-01,Coast,CO-05,12435.40,12202.50,90,7896.89,16,552.78,95
OP-01706,2026-05-04,Coast,CO-01,12330.02,11459.74,119,8504.34,12,765.39,79
OP-01707,2026-05-04,Coast,CO-02,9590.01,8913.13,82,5846.73,11,584.67,91
OP-01708,2026-05-04,Coast,CO-03,12119.25,12626.93,84,6378.25,16,446.47,77
OP-01709,2026-05-04,Coast,CO-04,10116.94,10080.33,134,6985.71,13,838.28,92
OP-01710,2026-05-04,Coast,CO-05,12119.25,8382.59,115,6909.77,10,345.48,80
OP-01711,2026-05-05,Coast,CO-01,12962.33,10186.43,117,7061.64,15,423.69,92
OP-01712,2026-05-05,Coast,CO-02,11803.09,12520.83,111,9415.52,13,564.93,92
OP-01713,2026-05-05,Coast,CO-03,10960.01,11990.28,115,5922.66,11,592.26,77
OP-01714,2026-05-05,Coast,CO-04,10116.94,10186.43,93,5922.66,15,473.81,80
OP-01715,2026-05-05,Coast,CO-05,8536.17,11035.30,129,6378.25,12,701.60,95
OP-01716,2026-05-06,Coast,CO-01,9800.78,8064.26,93,5998.60,12,539.87,85
OP-01717,2026-05-06,Coast,CO-02,11697.71,11035.30,131,8504.34,10,1020.52,77
OP-01718,2026-05-06,Coast,CO-03,9906.17,13051.37,118,8124.68,13,893.71,87
OP-01719,2026-05-06,Coast,CO-04,10749.25,8276.48,83,6909.77,13,829.17,80
OP-01720,2026-05-06,Coast,CO-05,12330.02,10186.43,118,6681.98,12,400.91,80
OP-01721,2026-05-07,Coast,CO-01,10327.71,10292.54,85,6757.91,10,675.79,92
OP-01722,2026-05-07,Coast,CO-02,9168.47,10823.09,125,8732.13,11,523.92,93
OP-01723,2026-05-07,Coast,CO-03,12540.79,9655.89,114,7289.43,13,437.36,79
OP-01724,2026-05-07,Coast,CO-04,10749.25,11141.41,135,6530.12,14,326.50,92
OP-01725,2026-05-07,Coast,CO-05,12751.56,7958.15,103,6833.84,11,615.04,79
OP-01726,2026-05-08,Coast,CO-01,10643.86,8807.02,111,8580.27,13,1029.63,96
OP-01727,2026-05-08,Coast,CO-02,11908.48,12520.82,99,8124.68,11,731.22,85
OP-01728,2026-05-08,Coast,CO-03,8536.17,11671.96,121,7365.36,12,883.84,83
OP-01729,2026-05-08,Coast,CO-04,11170.78,10292.54,109,7896.88,10,868.65,76
OP-01730,2026-05-08,Coast,CO-05,8430.78,9762.00,98,8732.13,10,873.21,84
OP-01731,2026-05-11,Coast,CO-01,9063.09,13157.48,107,7593.16,10,531.52,88
OP-01732,2026-05-11,Coast,CO-02,12330.02,12945.26,129,6909.77,13,760.07,89
OP-01733,2026-05-11,Coast,CO-03,8641.55,9868.11,83,8808.06,12,792.72,85
OP-01734,2026-05-11,Coast,CO-04,10327.71,12308.61,90,9339.59,15,466.97,88
OP-01735,2026-05-11,Coast,CO-05,8114.63,8700.91,99,8656.20,12,952.18,89
OP-01736,2026-05-12,Coast,CO-01,10960.01,11565.85,118,8732.13,13,1047.85,84
OP-01737,2026-05-12,Coast,CO-02,12013.86,10186.43,135,8656.20,11,605.93,84
OP-01738,2026-05-12,Coast,CO-03,10960.01,12945.26,122,5846.73,10,292.33,88
OP-01739,2026-05-12,Coast,CO-04,11803.09,11990.28,98,9415.52,13,659.08,82
OP-01740,2026-05-12,Coast,CO-05,8641.55,7958.15,98,8428.41,10,1011.40,88
OP-01741,2026-05-13,Coast,CO-01,8114.63,8488.69,85,7820.95,12,938.51,88
OP-01742,2026-05-13,Coast,CO-02,12540.79,12414.72,101,6909.77,13,414.58,94
OP-01743,2026-05-13,Coast,CO-03,12751.56,9762.00,125,7593.16,12,607.45,83
OP-01744,2026-05-13,Coast,CO-04,8009.24,9974.22,86,6454.18,10,451.79,84
OP-01745,2026-05-13,Coast,CO-05,11803.09,10504.76,123,7593.16,11,379.65,94
OP-01746,2026-05-14,Coast,CO-01,8114.63,11884.17,117,6833.84,12,546.70,78
OP-01747,2026-05-14,Coast,CO-02,9695.40,11990.28,115,7441.30,12,669.71,88
OP-01748,2026-05-14,Coast,CO-03,12540.79,9019.24,135,5922.66,10,651.49,85
OP-01749,2026-05-14,Coast,CO-04,10433.09,12414.72,83,8200.61,14,984.07,81
OP-01750,2026-05-14,Coast,CO-05,10538.48,11247.52,103,6909.77,10,690.97,88
OP-01751,2026-05-15,Coast,CO-01,12119.25,9868.11,117,8352.47,13,835.24,87
OP-01752,2026-05-15,Coast,CO-02,9379.24,10292.54,89,7061.64,15,494.31,84
OP-01753,2026-05-15,Coast,CO-03,8746.93,9549.78,88,7669.09,13,460.14,94
OP-01754,2026-05-15,Coast,CO-04,9484.63,13051.37,102,8580.27,14,772.22,80
OP-01755,2026-05-15,Coast,CO-05,9273.86,10080.33,104,7441.30,14,818.54,80
OP-01756,2026-05-18,Coast,CO-01,9484.63,11141.41,116,6454.18,12,322.70,89
OP-01757,2026-05-18,Coast,CO-02,12962.33,12520.82,93,8884.00,14,621.88,79
OP-01758,2026-05-18,Coast,CO-03,12540.79,10929.19,102,8808.06,11,528.48,88
OP-01759,2026-05-18,Coast,CO-04,13173.10,9868.11,97,7669.09,10,536.83,77
OP-01760,2026-05-18,Coast,CO-05,10116.94,8913.13,126,7213.50,15,432.81,87
OP-01761,2026-05-19,Coast,CO-01,11381.55,9868.11,104,9491.45,15,1044.05,77
OP-01762,2026-05-19,Coast,CO-02,9484.63,9762.00,88,8808.06,10,792.72,76
OP-01763,2026-05-19,Coast,CO-03,9063.09,9655.89,94,8580.27,14,858.02,77
OP-01764,2026-05-19,Coast,CO-04,8114.63,13051.37,81,8352.47,14,668.19,85
OP-01765,2026-05-19,Coast,CO-05,10643.86,13051.37,82,7213.50,16,865.62,88
OP-01766,2026-05-20,Coast,CO-01,12540.79,12945.26,125,8656.20,13,952.18,86
OP-01767,2026-05-20,Coast,CO-02,10327.71,8594.80,110,7137.57,15,785.13,88
OP-01768,2026-05-20,Coast,CO-03,9906.17,10610.87,124,9111.79,16,455.58,89
OP-01769,2026-05-20,Coast,CO-04,11381.55,9125.35,111,7517.23,13,451.03,93
OP-01770,2026-05-20,Coast,CO-05,9695.40,11141.41,124,6606.05,15,396.36,76
OP-01771,2026-05-21,Coast,CO-01,11276.17,11671.96,129,7289.43,16,656.04,96
OP-01772,2026-05-21,Coast,CO-02,10011.55,10716.98,120,7669.09,12,536.83,87
OP-01773,2026-05-21,Coast,CO-03,8009.24,10716.98,128,8959.93,11,716.79,87
OP-01774,2026-05-21,Coast,CO-04,9590.01,9231.46,106,7820.95,11,625.67,92
OP-01775,2026-05-21,Coast,CO-05,10854.63,10610.87,92,9339.59,10,1027.35,92
OP-01776,2026-05-22,Coast,CO-01,12646.17,8488.69,116,8200.61,10,656.04,87
OP-01777,2026-05-22,Coast,CO-02,8957.70,12414.72,131,8580.27,10,600.61,84
OP-01778,2026-05-22,Coast,CO-03,10116.94,8700.91,132,6681.98,16,668.19,96
OP-01779,2026-05-22,Coast,CO-04,8009.24,9549.78,98,9111.79,12,546.70,91
OP-01780,2026-05-22,Coast,CO-05,8746.93,10823.09,98,5922.66,12,533.03,96
OP-01781,2026-05-25,Coast,CO-01,8220.01,9337.56,121,8656.20,10,779.05,77
OP-01782,2026-05-25,Coast,CO-02,8536.17,11990.28,111,6606.05,14,594.54,91
OP-01783,2026-05-25,Coast,CO-03,8536.17,10823.09,96,6226.39,15,498.11,82
OP-01784,2026-05-25,Coast,CO-04,8009.24,10504.76,130,7213.50,12,360.67,88
OP-01785,2026-05-25,Coast,CO-05,8536.17,13263.59,133,9263.65,12,555.81,94
OP-01786,2026-05-26,Coast,CO-01,11276.17,11247.52,99,5694.87,10,569.48,94
OP-01787,2026-05-26,Coast,CO-02,12013.86,10823.09,114,7517.23,12,902.06,90
OP-01788,2026-05-26,Coast,CO-03,12962.33,7958.15,92,6302.32,10,567.20,94
OP-01789,2026-05-26,Coast,CO-04,9484.63,10292.54,109,8276.54,13,662.12,92
OP-01790,2026-05-26,Coast,CO-05,10116.94,10186.43,90,6454.18,16,774.50,91
OP-01791,2026-05-27,Coast,CO-01,11276.17,12626.93,131,8048.75,12,402.43,83
OP-01792,2026-05-27,Coast,CO-02,12962.33,12626.93,99,7517.23,13,902.06,90
OP-01793,2026-05-27,Coast,CO-03,9906.17,11141.41,108,6454.18,11,516.33,94
OP-01794,2026-05-27,Coast,CO-04,11908.48,8807.02,122,6606.05,13,726.66,76
OP-01795,2026-05-27,Coast,CO-05,8746.93,8276.48,92,8048.75,10,885.36,94
OP-01796,2026-05-28,Coast,CO-01,12751.56,12945.26,106,5770.80,15,577.08,82
OP-01797,2026-05-28,Coast,CO-02,12962.33,13263.59,114,8124.68,10,893.71,79
OP-01798,2026-05-28,Coast,CO-03,10327.71,8170.37,130,8732.13,11,523.92,93
OP-01799,2026-05-28,Coast,CO-04,10643.86,10398.65,110,9187.72,13,643.14,83
OP-01800,2026-05-28,Coast,CO-05,9063.09,8594.80,116,8124.68,14,812.46,93
OP-01801,2026-06-01,North,NO-01,9080.66,12017.52,89,7554.76,17,453.28,85
OP-01802,2026-06-01,North,NO-02,7934.55,11304.61,119,7628.11,15,839.09,90
OP-01803,2026-06-01,North,NO-03,7052.94,10286.18,114,6674.60,13,400.47,83
OP-01804,2026-06-01,North,NO-04,8992.49,7943.78,115,7041.33,19,352.06,86
OP-01805,2026-06-01,North,NO-05,10403.08,9878.81,136,7848.15,18,784.81,90
OP-01806,2026-06-02,North,NO-01,6700.29,8045.62,131,7774.80,16,544.23,91
OP-01807,2026-06-02,North,NO-02,9256.98,8147.47,118,6601.25,19,660.12,91
OP-01808,2026-06-02,North,NO-03,9433.30,12628.58,89,8288.23,13,414.41,91
OP-01809,2026-06-02,North,NO-04,7581.91,12221.20,134,7114.68,15,426.88,79
OP-01810,2026-06-02,North,NO-05,8375.36,8249.31,126,8361.58,12,836.15,96
OP-01811,2026-06-03,North,NO-01,9609.63,9471.43,97,7994.85,19,399.74,76
OP-01812,2026-06-03,North,NO-02,8816.17,10795.40,107,7041.33,13,492.89,87
OP-01813,2026-06-03,North,NO-03,6700.29,12526.73,111,6527.90,17,391.67,90
OP-01814,2026-06-03,North,NO-04,6964.78,9675.12,119,6454.55,13,580.90,77
OP-01815,2026-06-03,North,NO-05,9962.27,8758.53,89,9021.71,13,721.73,93
OP-01816,2026-06-04,North,NO-01,10843.89,12424.89,109,8654.97,16,1038.59,94
OP-01817,2026-06-04,North,NO-02,10755.73,7841.94,132,6967.99,18,766.47,94
OP-01818,2026-06-04,North,NO-03,10579.41,8656.69,106,5721.08,15,514.89,86
OP-01819,2026-06-04,North,NO-04,7141.10,7841.94,89,9021.71,19,631.51,91
OP-01820,2026-06-04,North,NO-05,8287.20,7740.09,121,8801.67,15,440.08,84
OP-01821,2026-06-05,North,NO-01,10138.60,10693.55,101,7481.42,18,673.32,90
OP-01822,2026-06-05,North,NO-02,9256.98,8351.16,83,6381.21,12,638.12,76
OP-01823,2026-06-05,North,NO-03,9785.95,7841.94,130,6234.51,14,311.72,88
OP-01824,2026-06-05,North,NO-04,9080.66,11711.99,96,7481.42,15,523.69,94
OP-01825,2026-06-05,North,NO-05,10491.24,7841.94,89,5941.12,13,415.87,86
OP-01826,2026-06-08,North,NO-01,9785.95,7841.94,128,7701.46,13,693.13,78
OP-01827,2026-06-08,North,NO-02,8639.85,11202.77,98,8361.58,15,668.92,80
OP-01828,2026-06-08,North,NO-03,8728.01,12221.20,123,5574.39,15,445.95,88
OP-01829,2026-06-08,North,NO-04,9697.79,9471.43,92,8141.54,14,814.15,87
OP-01830,2026-06-08,North,NO-05,7141.10,11100.93,96,6234.51,13,685.79,82
OP-01831,2026-06-09,North,NO-01,10932.05,9369.59,101,7334.72,19,660.12,87
OP-01832,2026-06-09,North,NO-02,8110.88,10897.24,99,7114.68,18,498.02,88
OP-01833,2026-06-09,North,NO-03,8199.04,10082.49,114,6014.47,12,360.86,95
OP-01834,2026-06-09,North,NO-04,7052.94,9064.06,131,9168.40,12,1008.52,81
OP-01835,2026-06-09,North,NO-05,7052.94,9776.96,86,8068.19,19,968.18,90
